station_complex_id,station_name,stop_lon,stop_lat,tract_geoid,median_household_income,total_population,non_white_population,non_white_share,minority_majority,income_quartile,peak_service_trips,routes_served,year,weekday,weekend,ridership_ratio,avg_daily_ridership
103,238 St,-73.90087,40.884667,36005028300,,,,,,,100,1,2023.0,2429.35,2511.2549019607845,1.9614675313508216,2470.302450980392
103,238 St,-73.90087,40.884667,36005028300,,,,,,,100,1,2024.0,2459.295019157088,2381.039603960396,1.9208831912375708,2420.167311558742
103,238 St,-73.90087,40.884667,36005028300,,,,,,,100,1,2024.0,2459.295019157088,2381.039603960396,1.859760182202988,2420.167311558742
104,231 St,-73.904834,40.878856,36005028300,,,,,,,98,1,,,,,
106,Marble Hill-225 St,-73.909831,40.874561,36061030900,44498.0,11563.0,9060.0,0.7835336850298366,True,Q1,100,1,,,,,
107,215 St,-73.915279,40.869444,36061030300,85114.0,4110.0,2679.0,0.6518248175182482,True,Q3,99,1,2020.0,2469.6832061068703,655.5643564356436,1.0,1562.623781271257
107,215 St,-73.915279,40.869444,36061030300,85114.0,4110.0,2679.0,0.6518248175182482,True,Q3,99,1,2020.0,2469.6832061068703,655.5643564356436,0.2654447156682311,1562.623781271257
107,215 St,-73.915279,40.869444,36061030300,85114.0,4110.0,2679.0,0.6518248175182482,True,Q3,99,1,2021.0,2460.624521072797,1159.9134615384614,0.9963320457410596,1810.2689913056292
107,215 St,-73.915279,40.869444,36061030300,85114.0,4110.0,2679.0,0.6518248175182482,True,Q3,99,1,2021.0,2460.624521072797,1159.9134615384614,0.4696608288343637,1810.2689913056292
107,215 St,-73.915279,40.869444,36061030300,85114.0,4110.0,2679.0,0.6518248175182482,True,Q3,99,1,2022.0,3459.4653846153847,1492.2380952380952,1.400772931548891,2475.85173992674
107,215 St,-73.915279,40.869444,36061030300,85114.0,4110.0,2679.0,0.6518248175182482,True,Q3,99,1,2022.0,3459.4653846153847,1492.2380952380952,0.6042224733715591,2475.85173992674
107,215 St,-73.915279,40.869444,36061030300,85114.0,4110.0,2679.0,0.6518248175182482,True,Q3,99,1,2023.0,4037.246153846154,1910.7941176470588,1.6347222768746683,2974.0201357466062
107,215 St,-73.915279,40.869444,36061030300,85114.0,4110.0,2679.0,0.6518248175182482,True,Q3,99,1,2023.0,4037.246153846154,1910.7941176470588,0.773700089518434,2974.0201357466062
107,215 St,-73.915279,40.869444,36061030300,85114.0,4110.0,2679.0,0.6518248175182482,True,Q3,99,1,2024.0,4262.599236641221,2003.5961538461536,1.7259700459155838,3133.097695243687
107,215 St,-73.915279,40.869444,36061030300,85114.0,4110.0,2679.0,0.6518248175182482,True,Q3,99,1,2024.0,4262.599236641221,2003.5961538461536,0.8112765835277144,3133.097695243687
108,207 St,-73.918822,40.864621,36061029300,43866.0,9361.0,7685.0,0.8209592992201687,True,Q1,100,1,2020.0,1727.4923664122136,719.5480769230769,1.0,1223.5202216676453
108,207 St,-73.918822,40.864621,36061029300,43866.0,9361.0,7685.0,0.8209592992201687,True,Q1,100,1,2020.0,1727.4923664122136,719.5480769230769,0.4165275001576352,1223.5202216676453
108,207 St,-73.918822,40.864621,36061029300,43866.0,9361.0,7685.0,0.8209592992201687,True,Q1,100,1,2021.0,2079.7509578544064,820.2211538461538,1.203913255011245,1449.98605585028
108,207 St,-73.918822,40.864621,36061029300,43866.0,9361.0,7685.0,0.8209592992201687,True,Q1,100,1,2021.0,2079.7509578544064,820.2211538461538,0.4748045026384984,1449.98605585028
108,207 St,-73.918822,40.864621,36061029300,43866.0,9361.0,7685.0,0.8209592992201687,True,Q1,100,1,2022.0,2613.4,854.3809523809524,1.5128286820900438,1733.8904761904762
108,207 St,-73.918822,40.864621,36061029300,43866.0,9361.0,7685.0,0.8209592992201687,True,Q1,100,1,2022.0,2613.4,854.3809523809524,0.4945787136271954,1733.8904761904762
108,207 St,-73.918822,40.864621,36061029300,43866.0,9361.0,7685.0,0.8209592992201687,True,Q1,100,1,2023.0,2824.073359073359,944.4660194174758,1.6347819614037469,1884.2696892454173
108,207 St,-73.918822,40.864621,36061029300,43866.0,9361.0,7685.0,0.8209592992201687,True,Q1,100,1,2023.0,2824.073359073359,944.4660194174758,0.546726595023406,1884.2696892454173
108,207 St,-73.918822,40.864621,36061029300,43866.0,9361.0,7685.0,0.8209592992201687,True,Q1,100,1,2024.0,2934.3702290076335,1123.6153846153843,1.6986299251220165,2028.992806811509
108,207 St,-73.918822,40.864621,36061029300,43866.0,9361.0,7685.0,0.8209592992201687,True,Q1,100,1,2024.0,2934.3702290076335,1123.6153846153843,0.6504314614998813,2028.992806811509
109,Dyckman St,-73.925536,40.860531,36061028300,67417.0,8275.0,6175.0,0.7462235649546828,True,Q2,100,1,2020.0,2779.614503816794,1266.8557692307693,1.0,2023.2351365237814
109,Dyckman St,-73.925536,40.860531,36061028300,67417.0,8275.0,6175.0,0.7462235649546828,True,Q2,100,1,2020.0,2779.614503816794,1266.8557692307693,0.4557667142300494,2023.2351365237814
109,Dyckman St,-73.925536,40.860531,36061028300,67417.0,8275.0,6175.0,0.7462235649546828,True,Q2,100,1,2021.0,3140.536398467433,1349.326923076923,1.1298460251070943,2244.931660772178
109,Dyckman St,-73.925536,40.860531,36061028300,67417.0,8275.0,6175.0,0.7462235649546828,True,Q2,100,1,2021.0,3140.536398467433,1349.326923076923,0.4854367111785146,2244.931660772178
109,Dyckman St,-73.925536,40.860531,36061028300,67417.0,8275.0,6175.0,0.7462235649546828,True,Q2,100,1,2022.0,3854.2192307692303,1502.0761904761905,1.3866020721495216,2678.1477106227103
109,Dyckman St,-73.925536,40.860531,36061028300,67417.0,8275.0,6175.0,0.7462235649546828,True,Q2,100,1,2022.0,3854.2192307692303,1502.0761904761905,0.5403901110796597,2678.1477106227103
109,Dyckman St,-73.925536,40.860531,36061028300,67417.0,8275.0,6175.0,0.7462235649546828,True,Q2,100,1,2023.0,4074.0115384615383,1643.2941176470588,1.4656750181967173,2858.6528280542984
109,Dyckman St,-73.925536,40.860531,36061028300,67417.0,8275.0,6175.0,0.7462235649546828,True,Q2,100,1,2023.0,4074.0115384615383,1643.2941176470588,0.5911949716014899,2858.6528280542984
109,Dyckman St,-73.925536,40.860531,36061028300,67417.0,8275.0,6175.0,0.7462235649546828,True,Q2,100,1,2024.0,4036.324427480916,1814.0673076923076,1.4521166233441676,2925.1958675866117
109,Dyckman St,-73.925536,40.860531,36061028300,67417.0,8275.0,6175.0,0.7462235649546828,True,Q2,100,1,2024.0,4036.324427480916,1814.0673076923076,0.6526326960811808,2925.1958675866117
110,191 St,-73.929412,40.855225,36061027700,37681.0,6944.0,5796.0,0.8346774193548387,True,Q1,101,1,2020.0,1951.973282442748,928.2788461538462,1.0,1440.126064298297
110,191 St,-73.929412,40.855225,36061027700,37681.0,6944.0,5796.0,0.8346774193548387,True,Q1,101,1,2020.0,1951.973282442748,928.2788461538462,0.475559196687454,1440.126064298297
110,191 St,-73.929412,40.855225,36061027700,37681.0,6944.0,5796.0,0.8346774193548387,True,Q1,101,1,2021.0,2279.4827586206898,917.8076923076924,1.167783790446193,1598.645225464191
110,191 St,-73.929412,40.855225,36061027700,37681.0,6944.0,5796.0,0.8346774193548387,True,Q1,101,1,2021.0,2279.4827586206898,917.8076923076924,0.4701948026456206,1598.645225464191
110,191 St,-73.929412,40.855225,36061027700,37681.0,6944.0,5796.0,0.8346774193548387,True,Q1,101,1,2022.0,2863.8384615384616,1109.9038461538462,1.467150440683585,1986.871153846154
110,191 St,-73.929412,40.855225,36061027700,37681.0,6944.0,5796.0,0.8346774193548387,True,Q1,101,1,2022.0,2863.8384615384616,1109.9038461538462,0.5686060645076477,1986.871153846154
110,191 St,-73.929412,40.855225,36061027700,37681.0,6944.0,5796.0,0.8346774193548387,True,Q1,101,1,2023.0,3059.5019305019305,1282.813725490196,1.5673892455501202,2171.157827996063
110,191 St,-73.929412,40.855225,36061027700,37681.0,6944.0,5796.0,0.8346774193548387,True,Q1,101,1,2023.0,3059.5019305019305,1282.813725490196,0.6571881577625135,2171.157827996063
110,191 St,-73.929412,40.855225,36061027700,37681.0,6944.0,5796.0,0.8346774193548387,True,Q1,101,1,2024.0,3223.3664122137407,1519.798076923077,1.6513373626609988,2371.582244568409
110,191 St,-73.929412,40.855225,36061027700,37681.0,6944.0,5796.0,0.8346774193548387,True,Q1,101,1,2024.0,3223.3664122137407,1519.798076923077,0.7785957372434748,2371.582244568409
