station_complex_id,year,day_type,avg_daily_ridership,ridership_ratio
157,2020,weekday,3885.0992366412215,1.0
157,2020,weekend,1697.951923076923,0.43704209845225234
157,2021,weekday,4742.36398467433,1.220654530506726
157,2021,weekend,2314.278846153846,0.5956807549025712
157,2022,weekday,5977.246153846154,1.5385053996751066
157,2022,weekend,2651.4761904761904,0.6824732211392538
157,2023,weekday,6886.888461538461,1.7726415831510063
157,2023,weekend,3308.133333333333,0.8514926213810972
157,2024,weekday,7187.637404580153,1.8500524611551672
157,2024,weekend,3573.980769230769,0.9199200719311811
158,2020,weekday,3854.4580152671756,1.0
158,2020,weekend,1695.1538461538462,0.4397904554776542
158,2021,weekday,4870.800766283525,1.2636798084168264
158,2021,weekend,2639.855769230769,0.6848837784130812
158,2022,weekday,6643.092307692307,1.7234828557944053
158,2022,weekend,3241.304761904762,0.8409236134019967
158,2023,weekday,7846.253846153846,2.035630901951847
158,2023,weekend,4215.380952380952,1.0936377917943825
158,2024,weekday,8391.648854961832,2.177128099910087
158,2024,weekend,4766.9807692307695,1.2367447642052838
159,2020,weekday,3811.8664122137407,1.0
159,2020,weekend,2495.673076923077,0.6547115788020796
159,2021,weekday,5368.984674329502,1.4084923482959795
159,2021,weekend,4506.211538461538,1.1821535833530317
159,2022,weekday,8145.792307692308,2.1369563953217448
159,2022,weekend,6180.676190476191,1.621430428588069
159,2023,weekday,9920.665384615384,2.602574254131314
159,2023,weekend,8577.771428571428,2.2502812273502233
159,2024,weekday,10160.43893129771,2.665476129683421
159,2024,weekend,8574.576923076924,2.249443184997986
16,2020,weekday,4649.694656488549,1.0
16,2020,weekend,3099.9326923076924,0.6666959706659022
16,2021,weekday,5799.773946360153,1.247345121526785
16,2021,weekend,5709.865384615385,1.228008677225157
16,2022,weekday,9323.38076923077,2.0051597917769053
16,2022,weekend,7854.847619047619,1.6893254717460529
16,2023,weekday,10927.48076923077,2.35015018760032
16,2023,weekend,8908.752380952381,1.9159865408625076
16,2024,weekday,11612.389312977099,2.497452020160562
16,2024,weekend,9537.913461538461,2.051298884374807
160,2020,weekday,2900.1603053435115,1.0
160,2020,weekend,1625.6538461538462,0.5605393064509565
160,2021,weekday,4025.4865900383143,1.3880220974755781
160,2021,weekend,2953.625,1.0184350825566368
160,2022,weekday,5643.161538461539,1.9458102119610698
160,2022,weekend,3995.8285714285716,1.3777957597951755
160,2023,weekday,6833.642307692307,2.3562981312106785
160,2023,weekend,5181.323809523809,1.7865646254026997
160,2024,weekday,7621.68320610687,2.6280213518073494
160,2024,weekend,6167.057692307692,2.1264540725369425
162,2020,weekday,6330.354961832061,1.0
162,2020,weekend,3261.0865384615386,0.5151506602905804
162,2021,weekday,7826.463601532567,1.2363388228181629
162,2021,weekend,6355.423076923077,1.0039599856946664
162,2022,weekday,12237.403846153846,1.9331307517410101
162,2022,weekend,8801.942857142858,1.390434329545953
162,2023,weekday,14303.053846153845,2.2594394678326877
162,2023,weekend,10831.628571428571,1.7110618024954798
162,2024,weekday,16075.587786259543,2.53944492578772
162,2024,weekend,12972.60576923077,2.049269882565382
164,2020,weekday,26297.614503816792,1.0
164,2020,weekend,11880.85576923077,0.451784543708571
164,2021,weekday,30163.088122605364,1.146989515654644
164,2021,weekend,20000.096153846152,0.7605289122685776
164,2022,weekday,45035.93076923077,1.7125481386417893
164,2022,weekend,25995.95238095238,0.9885289168407032
164,2023,weekday,52570.31923076923,1.9990527742787947
164,2023,weekend,32886.97142857143,1.2505686180698354
164,2024,weekday,56721.091603053435,2.1568911353089093
164,2024,weekend,36649.32692307692,1.3936369368315784
165,2020,weekday,7702.022900763359,1.0
165,2020,weekend,3035.028846153846,0.3940560662125583
165,2021,weekday,9139.896551724138,1.186687792218622
165,2021,weekend,5194.711538461538,0.6744606716174114
165,2022,weekday,12488.484615384616,1.6214551392916352
165,2022,weekend,6121.019047619047,0.7947287519766247
165,2023,weekday,13893.569230769232,1.8038857336287872
165,2023,weekend,7219.466666666666,0.9373468191001009
165,2024,weekday,15373.904580152672,1.996086583776444
165,2024,weekend,8761.923076923076,1.1376132205546505
167,2020,weekday,13240.034351145037,1.0
